GENE P MarkerN MarkerNTEST genename Annotation
ENSG00000103550 0.0506387835991099 14 14 KNOP1 HiCpLOF
ENSG00000166140 0.0506533187695225 14 14 ZFYVE19 HiCpLOF
ENSG00000117425 0.0507895162872882 38 38 PTCH2 HiCpLOF
ENSG00000168619 0.0510416564181814 24 24 ADAM18 HiCpLOF
ENSG00000102878 0.0511354630307594 15 15 HSF4 HiCpLOF
ENSG00000275342 0.0511941775074271 31 31 PRAG1 HiCpLOF
ENSG00000143127 0.0512516508954538 36 36 ITGA10 HiCpLOF
ENSG00000001626 0.0516388926194566 48 48 CFTR HiCpLOF
ENSG00000163421 0.0516607408996403 3 3 PROK2 HiCpLOF
ENSG00000146147 0.0518261254274073 20 20 MLIP HiCpLOF
ENSG00000177483 0.0518714937463186 26 26 RBM44 HiCpLOF
ENSG00000177302 0.0523356494536976 23 23 TOP3A HiCpLOF
ENSG00000159216 0.0524997488994817 5 5 RUNX1 HiCpLOF
ENSG00000169251 0.0525364402433913 19 19 NMD3 HiCpLOF
ENSG00000112297 0.0531586842693096 75 75 CRYBG1 HiCpLOF
ENSG00000152291 0.0531643007024052 12 12 TGOLN2 HiCpLOF
ENSG00000126259 0.0534501725892936 16 16 KIRREL2 HiCpLOF
ENSG00000105609 0.0540183495728369 15 15 LILRB5 HiCpLOF
ENSG00000016391 0.054362574102644 7 7 CHDH HiCpLOF
ENSG00000197953 0.0543691607495866 5 5 AADACL2 HiCpLOF
ENSG00000183765 0.0543749781314087 22 22 CHEK2 HiCpLOF
ENSG00000179403 0.0552246052578937 7 7 VWA1 HiCpLOF
ENSG00000151611 0.0552323236498248 18 18 MMAA HiCpLOF
ENSG00000205436 0.0556349589335131 22 22 EXOC3L4 HiCpLOF
ENSG00000175054 0.0556743279272695 46 46 ATR HiCpLOF
ENSG00000136367 0.0558559910030524 23 23 ZFHX2 HiCpLOF
ENSG00000137843 0.0558797650156048 14 14 PAK6 HiCpLOF
ENSG00000187240 0.055887163864416 126 126 DYNC2H1 HiCpLOF
ENSG00000092470 0.0559121315824938 19 19 WDR76 HiCpLOF
ENSG00000134324 0.0560507632879518 25 25 LPIN1 HiCpLOF
ENSG00000260230 0.0561941660003833 7 7 FRRS1L HiCpLOF
ENSG00000100504 0.0562324808200531 30 30 PYGL HiCpLOF
ENSG00000135406 0.0564434829299457 15 15 PRPH HiCpLOF
ENSG00000178821 0.0564590186624824 9 9 TMEM52 HiCpLOF
ENSG00000135636 0.0565818628900578 58 58 DYSF HiCpLOF
ENSG00000116962 0.0566408521974623 15 15 NID1 HiCpLOF
ENSG00000101307 0.056685247706719 19 19 SIRPB1 HiCpLOF
ENSG00000243989 0.0567105461052853 9 9 ACY1 HiCpLOF
ENSG00000084774 0.0567474746836206 32 32 CAD HiCpLOF
ENSG00000101624 0.0567811802167767 15 15 CEP76 HiCpLOF
ENSG00000143196 0.0569878280654995 5 5 DPT HiCpLOF
ENSG00000135925 0.0570477355467438 9 9 WNT10A HiCpLOF
ENSG00000081842 0.0571895396371631 20 20 PCDHA6 HiCpLOF
ENSG00000196735 0.0571952504243852 3 3 HLA-DQA1 HiCpLOF
ENSG00000023191 0.0573159681629661 16 16 RNH1 HiCpLOF
ENSG00000215912 0.0573187022930499 8 8 TTC34 HiCpLOF
ENSG00000146070 0.057482072250886 19 19 PLA2G7 HiCpLOF
ENSG00000116701 0.0576896375428544 10 10 NCF2 HiCpLOF
ENSG00000090530 0.057870620943401 27 27 P3H2 HiCpLOF
ENSG00000138080 0.0580423352698789 22 22 EMILIN1 HiCpLOF
ENSG00000108557 0.0584812648424025 5 5 RAI1 HiCpLOF
ENSG00000159063 0.0585567618921369 22 22 ALG8 HiCpLOF
ENSG00000105281 0.0588745098165114 11 11 SLC1A5 HiCpLOF
ENSG00000196604 0.0588754658965506 14 14 POTEF HiCpLOF
ENSG00000156218 0.0589395493245571 28 28 ADAMTSL3 HiCpLOF
ENSG00000167333 0.0589548991991751 16 16 TRIM68 HiCpLOF
ENSG00000215187 0.0591106388083552 12 12 FAM166B HiCpLOF
ENSG00000116641 0.0591775604092772 29 29 DOCK7 HiCpLOF
ENSG00000187796 0.059344000042046 15 15 CARD9 HiCpLOF
ENSG00000166387 0.0593824495712132 36 36 PPFIBP2 HiCpLOF
ENSG00000168447 0.0595128952434464 11 11 SCNN1B HiCpLOF
ENSG00000109061 0.0596172508720135 63 63 MYH1 HiCpLOF
ENSG00000165309 0.059656115757444 39 39 ARMC3 HiCpLOF
ENSG00000129167 0.0599678446285239 15 15 TPH1 HiCpLOF
ENSG00000139323 0.0600657867879505 16 16 POC1B HiCpLOF
ENSG00000149599 0.0602663417491077 7 7 DUSP15 HiCpLOF
ENSG00000141736 0.0603189639275099 23 23 ERBB2 HiCpLOF
ENSG00000146540 0.0604979066775284 7 7 C7orf50 HiCpLOF
ENSG00000215182 0.0605119767952469 13 13 MUC5AC HiCpLOF
ENSG00000117748 0.0606536876555327 8 8 RPA2 HiCpLOF
ENSG00000115073 0.0606689404110146 11 11 ACTR1B HiCpLOF
ENSG00000101782 0.0607237058294693 14 14 RIOK3 HiCpLOF
ENSG00000166676 0.0608519369876051 5 5 TVP23A HiCpLOF
ENSG00000196072 0.0609093833826955 2 2 BLOC1S2 HiCpLOF
ENSG00000165806 0.0611319470714962 13 13 CASP7 HiCpLOF
ENSG00000080166 0.0612368444086977 16 16 DCT HiCpLOF
ENSG00000109332 0.0614772717299841 1 1 UBE2D3 HiCpLOF
ENSG00000198211 0.0616074412650242 12 12 AC092143.1 HiCpLOF
ENSG00000004838 0.0617111107526326 17 17 ZMYND10 HiCpLOF
ENSG00000198843 0.0618357395700626 2 2 SELENOT HiCpLOF
ENSG00000068097 0.0618780854320982 34 34 HEATR6 HiCpLOF
ENSG00000115694 0.0620270218802692 17 17 STK25 HiCpLOF
ENSG00000156206 0.0621704419716643 5 5 CFAP161 HiCpLOF
ENSG00000134940 0.0622104049456742 8 8 ACRV1 HiCpLOF
ENSG00000109832 0.0623804266559388 18 18 DDX25 HiCpLOF
ENSG00000111087 0.0626882865092581 12 12 GLI1 HiCpLOF
ENSG00000168515 0.0628545126705843 1 1 SCGB1D1 HiCpLOF
ENSG00000076201 0.0628599161843098 27 27 PTPN23 HiCpLOF
ENSG00000169764 0.0628948105398709 13 13 UGP2 HiCpLOF
ENSG00000186090 0.0629183325855473 14 14 HTR3D HiCpLOF
ENSG00000153930 0.0629339640023626 22 22 ANKFN1 HiCpLOF
ENSG00000163885 0.0629447530493169 17 17 CFAP100 HiCpLOF
ENSG00000124780 0.063063866244601 9 9 KCNK17 HiCpLOF
ENSG00000146909 0.0634773562260995 27 27 NOM1 HiCpLOF
ENSG00000258839 0.0636453696803326 10 10 MC1R HiCpLOF
ENSG00000143727 0.0636871441936187 8 8 ACP1 HiCpLOF
ENSG00000132386 0.0638228825219072 14 14 SERPINF1 HiCpLOF
ENSG00000157017 0.0639685620884657 6 6 GHRL HiCpLOF
ENSG00000167216 0.0640191913843033 18 18 KATNAL2 HiCpLOF
ENSG00000261787 0.0640425392324009 4 4 TCF24 HiCpLOF
ENSG00000163053 0.0641265119831974 8 8 SLC16A14 HiCpLOF
ENSG00000103047 0.064304003049162 30 30 TANGO6 HiCpLOF
ENSG00000196187 0.0643071237004234 19 19 TMEM63A HiCpLOF
ENSG00000168769 0.0644032754921697 74 74 TET2 HiCpLOF
ENSG00000197408 0.0644815492161253 16 16 CYP2B6 HiCpLOF
ENSG00000249115 0.0646476042640669 15 15 HAUS5 HiCpLOF
ENSG00000174227 0.0649845106456714 30 30 PIGG HiCpLOF
ENSG00000130762 0.0653408629360637 21 21 ARHGEF16 HiCpLOF
ENSG00000197165 0.0653532666086474 7 7 SULT1A2 HiCpLOF
ENSG00000168481 0.0654676516308196 13 13 LGI3 HiCpLOF
ENSG00000165458 0.0660144875219203 44 44 INPPL1 HiCpLOF
ENSG00000080986 0.0661002569289911 15 15 NDC80 HiCpLOF
ENSG00000187889 0.0664451200520495 26 26 FYB2 HiCpLOF
ENSG00000163380 0.0664785615452275 24 24 LMOD3 HiCpLOF
ENSG00000101049 0.0667184944185001 9 9 SGK2 HiCpLOF
ENSG00000087266 0.0668336129766791 19 19 SH3BP2 HiCpLOF
ENSG00000196550 0.0672017101528801 2 2 FAM72A HiCpLOF
ENSG00000142599 0.0672946361710244 11 11 RERE HiCpLOF
ENSG00000275395 0.0675190192919842 68 68 FCGBP HiCpLOF
ENSG00000086200 0.0678336726020896 19 19 IPO11 HiCpLOF
ENSG00000162885 0.0680556097381003 8 8 B3GALNT2 HiCpLOF
ENSG00000182919 0.0683385960177427 9 9 C11orf54 HiCpLOF
ENSG00000011028 0.0683453830668059 29 29 MRC2 HiCpLOF
ENSG00000162929 0.0684635459467361 18 18 KIAA1841 HiCpLOF
ENSG00000259332 0.068638849268527 4 4 ST20-MTHFS HiCpLOF
ENSG00000204410 0.0686619736654414 31 31 MSH5 HiCpLOF
ENSG00000188566 0.0688403036340369 29 29 NDOR1 HiCpLOF
ENSG00000179115 0.0691452450176906 17 17 FARSA HiCpLOF
ENSG00000172508 0.0692850582918775 19 19 CARNS1 HiCpLOF
ENSG00000176783 0.0693089466976107 21 21 RUFY1 HiCpLOF
ENSG00000175766 0.0694243070086189 9 9 EIF4E1B HiCpLOF
ENSG00000113319 0.0694685378175985 23 23 RASGRF2 HiCpLOF
ENSG00000105447 0.0694919284846024 15 15 GRWD1 HiCpLOF
ENSG00000101074 0.069567220670388 4 4 R3HDML HiCpLOF
ENSG00000171115 0.0698848574348798 11 11 GIMAP8 HiCpLOF
ENSG00000244682 0.0704122166999607 6 6 FCGR2C HiCpLOF
ENSG00000006788 0.0704836287302438 41 41 MYH13 HiCpLOF
ENSG00000188738 0.0706001755966855 171 171 FSIP2 HiCpLOF
ENSG00000176155 0.0706574150666564 47 47 CCDC57 HiCpLOF
ENSG00000172167 0.0707139968969649 18 18 MTBP HiCpLOF
ENSG00000130449 0.0712825930135943 2 2 ZSWIM6 HiCpLOF
ENSG00000133703 0.0712888163921283 6 6 KRAS HiCpLOF
ENSG00000108515 0.0713179529413258 17 17 ENO3 HiCpLOF
ENSG00000140950 0.0715478316394421 18 18 MEAK7 HiCpLOF
ENSG00000118194 0.0715681678418709 8 8 TNNT2 HiCpLOF
ENSG00000096088 0.0723520297935498 9 9 PGC HiCpLOF
ENSG00000277149 0.0723951010158095 22 22 TYW1B HiCpLOF
ENSG00000104231 0.0725872986720327 8 8 ZFAND1 HiCpLOF
ENSG00000125485 0.0726643030886912 19 19 DDX31 HiCpLOF
ENSG00000103876 0.0728469474300437 12 12 FAH HiCpLOF
ENSG00000160883 0.072899513939232 28 28 HK3 HiCpLOF
ENSG00000167595 0.0732297978488222 11 11 PROSER3 HiCpLOF
ENSG00000122966 0.0733379540562903 23 23 CIT HiCpLOF
ENSG00000122965 0.073438424926761 24 24 RBM19 HiCpLOF
ENSG00000183032 0.0736525965269047 10 10 SLC25A21 HiCpLOF
ENSG00000128973 0.0736553546157305 12 12 CLN6 HiCpLOF
ENSG00000146039 0.0736625608520487 14 14 SLC17A4 HiCpLOF
ENSG00000161381 0.0737268669043653 8 8 PLXDC1 HiCpLOF
ENSG00000204020 0.0740209443851343 14 14 LIPN HiCpLOF
ENSG00000188886 0.0741085884019439 10 10 ASTL HiCpLOF
ENSG00000111490 0.0742205686337727 19 19 TBC1D30 HiCpLOF
ENSG00000160401 0.0742850217889829 13 13 CFAP157 HiCpLOF
ENSG00000184047 0.0744994117890329 7 7 DIABLO HiCpLOF
ENSG00000284934 0.0744994117890329 7 7 AC048338.2 HiCpLOF
ENSG00000113492 0.0746668296099168 18 18 AGXT2 HiCpLOF
ENSG00000137054 0.0749087622129058 18 18 POLR1E HiCpLOF
ENSG00000164306 0.0750011575211291 11 11 PRIMPOL HiCpLOF
ENSG00000154328 0.0752146720234208 13 13 NEIL2 HiCpLOF
ENSG00000185482 0.0758931729034084 9 9 STAC3 HiCpLOF
ENSG00000138867 0.0761423404285455 9 9 GUCD1 HiCpLOF
ENSG00000111834 0.0762122705953361 18 18 RSPH4A HiCpLOF
ENSG00000078142 0.0762551313210426 32 32 PIK3C3 HiCpLOF
ENSG00000167107 0.0766210712750762 17 17 ACSF2 HiCpLOF
ENSG00000015413 0.0766966879539798 13 13 DPEP1 HiCpLOF
ENSG00000106348 0.0770137843761839 23 23 IMPDH1 HiCpLOF
ENSG00000113810 0.0770647609610568 44 44 SMC4 HiCpLOF
ENSG00000186806 0.0770961999084547 35 35 VSIG10L HiCpLOF
ENSG00000010361 0.0771306389451779 17 17 FUZ HiCpLOF
ENSG00000164746 0.0771455308065817 13 13 C7orf57 HiCpLOF
ENSG00000119509 0.0771951167403067 29 29 INVS HiCpLOF
ENSG00000240505 0.0772117850392234 8 8 TNFRSF13B HiCpLOF
ENSG00000198089 0.0775661053002114 55 55 SFI1 HiCpLOF
ENSG00000095917 0.0776024142883971 7 7 TPSD1 HiCpLOF
ENSG00000120008 0.0777393174771348 23 23 WDR11 HiCpLOF
ENSG00000161618 0.0778108496281203 33 33 ALDH16A1 HiCpLOF
ENSG00000256394 0.0778741786484414 16 16 ASIC5 HiCpLOF
ENSG00000166682 0.0779956672568362 21 21 TMPRSS5 HiCpLOF
ENSG00000136051 0.0780977914171138 25 25 WASHC4 HiCpLOF
ENSG00000168026 0.078269892202388 31 31 TTC21A HiCpLOF
ENSG00000184956 0.0783072712111092 84 84 MUC6 HiCpLOF
ENSG00000265590 0.0785460607653518 14 14 CFAP298-TCP10L HiCpLOF
ENSG00000160949 0.0785935650944307 44 44 TONSL HiCpLOF
ENSG00000153208 0.0786418237484393 25 25 MERTK HiCpLOF
ENSG00000204965 0.0786599211032735 28 28 PCDHA5 HiCpLOF
ENSG00000132326 0.0787012017164989 37 37 PER2 HiCpLOF
ENSG00000179152 0.0790535921532746 12 12 TCAIM HiCpLOF
ENSG00000158481 0.0792095038249659 14 14 CD1C HiCpLOF
ENSG00000167306 0.0794605805104139 33 33 MYO5B HiCpLOF
ENSG00000155026 0.0795719662867966 9 9 RSPH10B HiCpLOF
ENSG00000117399 0.0797030209113089 15 15 CDC20 HiCpLOF
ENSG00000100767 0.0797611031378149 47 47 PAPLN HiCpLOF
ENSG00000173575 0.0797946713172532 10 10 CHD2 HiCpLOF
ENSG00000204536 0.0800172635122381 37 37 CCHCR1 HiCpLOF
ENSG00000103126 0.080130243596031 9 9 AXIN1 HiCpLOF
ENSG00000204839 0.0802555956174537 35 35 MROH6 HiCpLOF
ENSG00000115414 0.0802859523776369 26 26 FN1 HiCpLOF
ENSG00000160953 0.0804908642451434 25 25 PWWP3A HiCpLOF
ENSG00000181143 0.0808784394050749 324 324 MUC16 HiCpLOF
ENSG00000136819 0.0809488141853807 6 6 C9orf78 HiCpLOF
ENSG00000151136 0.0811226520569725 8 8 BTBD11 HiCpLOF
ENSG00000165983 0.0814998039968574 10 10 PTER HiCpLOF
ENSG00000196118 0.0817438414714591 17 17 CCDC189 HiCpLOF
ENSG00000044090 0.0819431402211932 38 38 CUL7 HiCpLOF
ENSG00000005448 0.0819873015959665 13 13 WDR54 HiCpLOF
ENSG00000149243 0.0819897985841559 22 22 KLHL35 HiCpLOF
ENSG00000167476 0.0819983745344932 10 10 JSRP1 HiCpLOF
ENSG00000177675 0.0821585181142009 40 40 CD163L1 HiCpLOF
ENSG00000138722 0.0822189035984594 34 34 MMRN1 HiCpLOF
ENSG00000133317 0.0830599451636689 9 9 LGALS12 HiCpLOF
ENSG00000139144 0.0831092048503943 40 40 PIK3C2G HiCpLOF
ENSG00000081760 0.0832521270475588 18 18 AACS HiCpLOF
ENSG00000139629 0.0834168856131625 18 18 GALNT6 HiCpLOF
ENSG00000140471 0.0836687288949511 13 13 LINS1 HiCpLOF
ENSG00000159079 0.0837329928357715 6 6 CFAP298 HiCpLOF
ENSG00000175287 0.0839562352871456 7 7 PHYHD1 HiCpLOF
ENSG00000077498 0.0840510016900361 23 23 TYR HiCpLOF
ENSG00000133800 0.0842578022018373 11 11 LYVE1 HiCpLOF
ENSG00000166105 0.0842847898261747 22 22 GLB1L3 HiCpLOF
ENSG00000111405 0.0846636156269525 12 12 ENDOU HiCpLOF
ENSG00000163563 0.0848065650813679 18 18 MNDA HiCpLOF
ENSG00000168079 0.0848141213433502 13 13 SCARA5 HiCpLOF
ENSG00000167900 0.0849256018244877 5 5 TK1 HiCpLOF
ENSG00000214415 0.0849849533657687 10 10 GNAT3 HiCpLOF
ENSG00000158406 0.0850471290266989 10 10 H4C8 HiCpLOF
ENSG00000162139 0.0851539171185469 7 7 NEU3 HiCpLOF
ENSG00000163072 0.0856210753323421 16 16 NOSTRIN HiCpLOF
ENSG00000154144 0.0857020899365667 8 8 TBRG1 HiCpLOF
ENSG00000204514 0.0857816566381162 17 17 ZNF814 HiCpLOF
ENSG00000107798 0.0864733085299833 11 11 LIPA HiCpLOF
ENSG00000104714 0.0865797343015503 27 27 ERICH1 HiCpLOF
ENSG00000167914 0.0868167271254463 13 13 GSDMA HiCpLOF
ENSG00000165959 0.0868660759438634 16 16 CLMN HiCpLOF
ENSG00000204923 0.0869056723296491 5 5 FBXO48 HiCpLOF
ENSG00000197046 0.0869701465880165 11 11 SIGLEC15 HiCpLOF
ENSG00000105479 0.0870609237821024 14 14 CCDC114 HiCpLOF
ENSG00000170011 0.0870869925331873 20 20 MYRIP HiCpLOF
ENSG00000221986 0.0873016220495854 15 15 MYBPHL HiCpLOF
ENSG00000011405 0.0873030451215537 23 23 PIK3C2A HiCpLOF
ENSG00000183378 0.0874720366650412 21 21 OVCH2 HiCpLOF
ENSG00000184056 0.0875725701059171 17 17 VPS33B HiCpLOF
ENSG00000141298 0.0878959434349062 11 11 SSH2 HiCpLOF
ENSG00000198033 0.087983219648315 10 10 TUBA3C HiCpLOF
ENSG00000131355 0.0880915216420235 18 18 ADGRE3 HiCpLOF
ENSG00000187017 0.0882045195282324 31 31 ESPN HiCpLOF
ENSG00000149476 0.0885348869029174 11 11 TKFC HiCpLOF
ENSG00000014216 0.0886219729373571 16 16 CAPN1 HiCpLOF
ENSG00000185013 0.0886592880355086 18 18 NT5C1B HiCpLOF
ENSG00000161265 0.0888109039698259 9 9 U2AF1L4 HiCpLOF
ENSG00000186314 0.0889728773117843 12 12 PRELID2 HiCpLOF
ENSG00000156869 0.089418927686523 17 17 FRRS1 HiCpLOF
ENSG00000139508 0.0895392014279395 28 28 SLC46A3 HiCpLOF
ENSG00000089351 0.0896821634323982 20 20 GRAMD1A HiCpLOF
ENSG00000198000 0.0898308272755878 57 57 NOL8 HiCpLOF
ENSG00000143951 0.0898336221195006 20 20 WDPCP HiCpLOF
ENSG00000089159 0.0898915128388016 27 27 PXN HiCpLOF
ENSG00000070601 0.0900862873286025 28 28 FRMPD1 HiCpLOF
ENSG00000150656 0.0901535065821667 18 18 CNDP1 HiCpLOF
ENSG00000007516 0.0902761520786679 47 47 BAIAP3 HiCpLOF
ENSG00000114923 0.0903442511144175 20 20 SLC4A3 HiCpLOF
ENSG00000169129 0.0903644212975813 16 16 AFAP1L2 HiCpLOF
ENSG00000152782 0.0903910757223491 13 13 PANK1 HiCpLOF
ENSG00000166856 0.0905282088531992 3 3 GPR182 HiCpLOF
ENSG00000155463 0.0905890856028433 19 19 OXA1L HiCpLOF
ENSG00000196455 0.0906129916284197 20 20 PIK3R4 HiCpLOF
ENSG00000047457 0.0907204070297686 18 18 CP HiCpLOF
ENSG00000117597 0.091212908109698 25 25 UTP25 HiCpLOF
ENSG00000088451 0.0913607207063497 13 13 TGDS HiCpLOF
ENSG00000166126 0.0915081960121139 16 16 AMN HiCpLOF
ENSG00000182185 0.0915711858697185 9 9 RAD51B HiCpLOF
ENSG00000172752 0.0915780535765057 78 78 COL6A5 HiCpLOF
ENSG00000109182 0.0918970876878963 21 21 CWH43 HiCpLOF
ENSG00000080608 0.0919683598974155 23 23 PUM3 HiCpLOF
ENSG00000213265 0.0925014595313164 6 6 TSGA13 HiCpLOF
ENSG00000184465 0.0925219617909216 36 36 WDR27 HiCpLOF
ENSG00000107551 0.0926053172255763 5 5 RASSF4 HiCpLOF
ENSG00000188677 0.0927325998641456 12 12 PARVB HiCpLOF
ENSG00000091704 0.0931983564496577 7 7 CPA1 HiCpLOF
ENSG00000256294 0.0932365509283141 3 3 ZNF225 HiCpLOF
ENSG00000101104 0.0933099288401363 9 9 PABPC1L HiCpLOF
ENSG00000136631 0.0933609048970576 8 8 VPS45 HiCpLOF
ENSG00000081791 0.0936461803058561 19 19 DELE1 HiCpLOF
ENSG00000136872 0.0937521495608615 9 9 ALDOB HiCpLOF
ENSG00000145002 0.093964247585761 10 10 FAM86B2 HiCpLOF
ENSG00000166024 0.094147328972832 29 29 R3HCC1L HiCpLOF
ENSG00000153207 0.094232335787919 9 9 AHCTF1 HiCpLOF
ENSG00000162591 0.0942844723398266 49 49 MEGF6 HiCpLOF
ENSG00000261794 0.0943952533852428 23 23 GOLGA8H HiCpLOF
ENSG00000167858 0.0950724107465802 8 8 TEKT1 HiCpLOF
ENSG00000160183 0.0950802382388891 15 15 TMPRSS3 HiCpLOF
ENSG00000159339 0.0951910730899833 15 15 PADI4 HiCpLOF
ENSG00000138821 0.0952928945892524 5 5 SLC39A8 HiCpLOF
ENSG00000104679 0.0953241095273937 24 24 R3HCC1 HiCpLOF
ENSG00000123454 0.0956334581467324 16 16 DBH HiCpLOF
ENSG00000255408 0.0959966298690993 17 17 PCDHA3 HiCpLOF
ENSG00000122224 0.0961037007683742 22 22 LY9 HiCpLOF
ENSG00000143297 0.0961076003568118 21 21 FCRL5 HiCpLOF
ENSG00000204481 0.0961437982613603 12 12 PRAMEF14 HiCpLOF
ENSG00000196290 0.0968587025629076 14 14 NIF3L1 HiCpLOF
ENSG00000139155 0.0969215304947323 25 25 SLCO1C1 HiCpLOF
ENSG00000103742 0.0970448356587936 28 28 IGDCC4 HiCpLOF
ENSG00000242221 0.0975423976420602 17 17 PSG2 HiCpLOF
ENSG00000157426 0.0979149496554554 28 28 AASDH HiCpLOF
ENSG00000156413 0.0984496605826478 16 16 FUT6 HiCpLOF
ENSG00000105664 0.0986564192812879 26 26 COMP HiCpLOF
ENSG00000146414 0.0987456293021149 35 35 SHPRH HiCpLOF
ENSG00000178922 0.0988666019789561 15 15 HYI HiCpLOF
ENSG00000142606 0.0989650811159342 41 41 MMEL1 HiCpLOF
ENSG00000004139 0.0990451432007382 14 14 SARM1 HiCpLOF
ENSG00000105176 0.0994094633374459 18 18 URI1 HiCpLOF
ENSG00000133872 0.0994491420438798 8 8 SARAF HiCpLOF
ENSG00000285920 0.0998306336824733 23 23 AC087721.2 HiCpLOF
ENSG00000137804 0.0998306336824733 23 23 NUSAP1 HiCpLOF
ENSG00000185359 0.100221841997731 12 12 HGS HiCpLOF
ENSG00000074621 0.100583445432447 22 22 SLC24A1 HiCpLOF
ENSG00000188163 0.100674584029808 19 19 FAM166A HiCpLOF
ENSG00000128645 0.100677382721074 8 8 HOXD1 HiCpLOF
ENSG00000178038 0.100729986702584 24 24 ALS2CL HiCpLOF
ENSG00000167468 0.100776112182836 16 16 GPX4 HiCpLOF
ENSG00000136371 0.100788268436708 6 6 MTHFS HiCpLOF
ENSG00000075089 0.100830511600344 13 13 ACTR6 HiCpLOF
ENSG00000106330 0.101869920464584 5 5 MOSPD3 HiCpLOF
ENSG00000131351 0.102040755399373 8 8 HAUS8 HiCpLOF
ENSG00000140326 0.10205521291955 45 45 CDAN1 HiCpLOF
ENSG00000124214 0.102057802178308 7 7 STAU1 HiCpLOF
ENSG00000160688 0.10212597118729 22 22 FLAD1 HiCpLOF
ENSG00000100242 0.102176067990904 17 17 SUN2 HiCpLOF
ENSG00000131375 0.102258075877171 26 26 CAPN7 HiCpLOF
ENSG00000225362 0.102446997535759 1 1 CT62 HiCpLOF
ENSG00000169756 0.102547442250862 13 13 LIMS1 HiCpLOF
ENSG00000139637 0.102593616562676 13 13 MYG1 HiCpLOF
ENSG00000214944 0.102603613416468 37 37 ARHGEF28 HiCpLOF
ENSG00000152595 0.102683038313604 3 3 MEPE HiCpLOF
ENSG00000130702 0.102832763636169 83 83 LAMA5 HiCpLOF
ENSG00000140932 0.102873801606916 7 7 CMTM2 HiCpLOF
ENSG00000203985 0.102955347515084 7 7 LDLRAD1 HiCpLOF
ENSG00000047249 0.102959611545927 12 12 ATP6V1H HiCpLOF
ENSG00000141526 0.102973401053394 14 14 SLC16A3 HiCpLOF
ENSG00000101442 0.103156143578837 15 15 ACTR5 HiCpLOF
ENSG00000182973 0.103352886572672 16 16 CNOT10 HiCpLOF
ENSG00000165476 0.10335870358756 5 5 REEP3 HiCpLOF
ENSG00000197410 0.103804641859091 78 78 DCHS2 HiCpLOF
ENSG00000204852 0.103887655339476 21 21 TCTN1 HiCpLOF
ENSG00000158966 0.104178916267932 23 23 CACHD1 HiCpLOF
ENSG00000145248 0.104228986630894 6 6 SLC10A4 HiCpLOF
ENSG00000059145 0.104242790353241 24 24 UNKL HiCpLOF
ENSG00000011426 0.104270599277121 17 17 ANLN HiCpLOF
ENSG00000181085 0.104288867077235 18 18 MAPK15 HiCpLOF
ENSG00000169583 0.1043824100256 11 11 CLIC3 HiCpLOF
ENSG00000204610 0.104985952411293 9 9 TRIM15 HiCpLOF
ENSG00000160191 0.105142767472862 17 17 PDE9A HiCpLOF
ENSG00000101773 0.105279338542536 33 33 RBBP8 HiCpLOF
ENSG00000187105 0.10535196611297 32 32 HEATR4 HiCpLOF
ENSG00000186522 0.10538476545428 31 31 SEPTIN10 HiCpLOF
ENSG00000111452 0.105858475548228 17 17 ADGRD1 HiCpLOF
ENSG00000142039 0.10591998985628 15 15 CCDC97 HiCpLOF
ENSG00000142661 0.106217597432371 39 39 MYOM3 HiCpLOF
ENSG00000141431 0.106905491877646 3 3 ASXL3 HiCpLOF
ENSG00000166448 0.107081132926429 12 12 TMEM130 HiCpLOF
ENSG00000112996 0.107102960530997 13 13 MRPS30 HiCpLOF
ENSG00000010219 0.107408278755256 13 13 DYRK4 HiCpLOF
ENSG00000163138 0.107450254588458 14 14 PACRGL HiCpLOF
ENSG00000184374 0.107568248631315 6 6 COLEC10 HiCpLOF
ENSG00000237649 0.107595149083932 15 15 KIFC1 HiCpLOF
ENSG00000169972 0.107869156996133 16 16 PUSL1 HiCpLOF
ENSG00000145734 0.107886428707304 65 65 BDP1 HiCpLOF
ENSG00000134152 0.108058290680023 8 8 KATNBL1 HiCpLOF
ENSG00000158987 0.108079829481957 23 23 RAPGEF6 HiCpLOF
ENSG00000036565 0.10837913604952 10 10 SLC18A1 HiCpLOF
ENSG00000108839 0.108459354305314 14 14 ALOX12 HiCpLOF
ENSG00000250741 0.108851817880652 20 20 NT5C1B-RDH14 HiCpLOF
ENSG00000171634 0.108876560660335 4 4 BPTF HiCpLOF
ENSG00000119685 0.108965027564484 36 36 TTLL5 HiCpLOF
ENSG00000022840 0.108981486871423 17 17 RNF10 HiCpLOF
ENSG00000158553 0.109102108260997 2 2 POM121L2 HiCpLOF
ENSG00000132915 0.109142781018539 26 26 PDE6A HiCpLOF
ENSG00000182795 0.109149557321879 1 1 C1orf116 HiCpLOF
ENSG00000112159 0.109330938713712 78 78 MDN1 HiCpLOF
ENSG00000184178 0.109342089173042 15 15 SCFD2 HiCpLOF
ENSG00000121410 0.109682959880956 20 20 A1BG HiCpLOF
ENSG00000167984 0.110110913403238 24 24 NLRC3 HiCpLOF
ENSG00000158022 0.110380856395145 17 17 TRIM63 HiCpLOF
ENSG00000085719 0.110511696125692 13 13 CPNE3 HiCpLOF
ENSG00000143450 0.110716323179852 16 16 OAZ3 HiCpLOF
ENSG00000185158 0.110946124588393 11 11 LRRC37B HiCpLOF
